,agent,patient,word_start_char,word_end_char,classification,article_uri
1281,Miroslav_Klose,five goals,54,58,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1282,Miroslav_Klose,five goals,59,66,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1283,Miroslav_Klose,five goals,67,70,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1284,Miroslav_Klose,five goals,71,75,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1285,Miroslav_Klose,five goals,76,80,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1286,Miroslav_Klose,five goals,81,86,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1287,Miroslav_Klose,five goals,87,92,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1288,Miroslav_Klose,five goals,93,99,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1289,Miroslav_Klose,five goals,100,104,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1290,Miroslav_Klose,five goals,105,111,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1291,Miroslav_Klose,five goals,112,118,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1292,Miroslav_Klose,five goals,119,126,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1293,Miroslav_Klose,five goals,127,132,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1294,Miroslav_Klose,five goals,133,139,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1295,Miroslav_Klose,five goals,140,148,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1296,Miroslav_Klose,five goals,149,156,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1297,Miroslav_Klose,five goals,157,164,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1298,Miroslav_Klose,five goals,165,172,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1299,Miroslav_Klose,five goals,173,178,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1300,Miroslav_Klose,five goals,179,189,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1301,Miroslav_Klose,five goals,190,193,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1302,Miroslav_Klose,five goals,194,201,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1303,Miroslav_Klose,five goals,202,208,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1304,Miroslav_Klose,five goals,209,215,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1305,Miroslav_Klose,five goals,216,222,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1306,Miroslav_Klose,five goals,223,233,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1307,Miroslav_Klose,five goals,234,243,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1308,Miroslav_Klose,five goals,244,246,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1309,Miroslav_Klose,five goals,247,250,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1310,Miroslav_Klose,five goals,251,256,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1311,Miroslav_Klose,five goals,257,263,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1312,Miroslav_Klose,five goals,264,266,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1313,Miroslav_Klose,five goals,267,270,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1314,Miroslav_Klose,five goals,271,279,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1315,Miroslav_Klose,five goals,280,284,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1316,Miroslav_Klose,five goals,285,291,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1317,Miroslav_Klose,five goals,292,297,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1318,Miroslav_Klose,five goals,298,301,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1319,Miroslav_Klose,five goals,302,305,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1320,Miroslav_Klose,five goals,306,309,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1321,Miroslav_Klose,five goals,310,315,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1322,Miroslav_Klose,five goals,316,323,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1323,Miroslav_Klose,five goals,324,326,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1324,Miroslav_Klose,five goals,327,330,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1325,Miroslav_Klose,five goals,331,339,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1326,Miroslav_Klose,five goals,340,349,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1327,Miroslav_Klose,five goals,350,358,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1328,Miroslav_Klose,five goals,359,366,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1329,Miroslav_Klose,five goals,367,375,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1330,Miroslav_Klose,five goals,376,381,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1331,Miroslav_Klose,five goals,382,385,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1332,Miroslav_Klose,five goals,386,389,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1333,Miroslav_Klose,five goals,390,396,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1334,Miroslav_Klose,five goals,397,401,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1335,Miroslav_Klose,five goals,402,407,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1336,Miroslav_Klose,five goals,408,411,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1337,Miroslav_Klose,five goals,412,415,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1338,Miroslav_Klose,five goals,416,420,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1339,Miroslav_Klose,five goals,421,427,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1340,Miroslav_Klose,five goals,428,433,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1341,Miroslav_Klose,five goals,434,440,True,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1342,Miroslav_Klose,five goals,441,445,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1343,Miroslav_Klose,five goals,446,451,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1344,Miroslav_Klose,five goals,452,454,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1345,Miroslav_Klose,five goals,455,458,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1346,Miroslav_Klose,five goals,459,470,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1347,Miroslav_Klose,five goals,471,478,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1348,Miroslav_Klose,five goals,479,482,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1349,Miroslav_Klose,five goals,483,489,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1350,Miroslav_Klose,five goals,490,497,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1351,Miroslav_Klose,five goals,498,502,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1352,Miroslav_Klose,five goals,503,509,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1353,Miroslav_Klose,five goals,510,512,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1354,Miroslav_Klose,five goals,513,516,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1355,Miroslav_Klose,five goals,517,523,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1356,Miroslav_Klose,five goals,524,531,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1357,Miroslav_Klose,five goals,532,538,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1358,Miroslav_Klose,five goals,539,546,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1359,Miroslav_Klose,five goals,547,552,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1360,Miroslav_Klose,five goals,553,562,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1361,Miroslav_Klose,five goals,563,566,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1362,Miroslav_Klose,five goals,567,570,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1363,Miroslav_Klose,five goals,571,574,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1364,Miroslav_Klose,five goals,575,579,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1365,Miroslav_Klose,five goals,580,585,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1366,Miroslav_Klose,five goals,586,592,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1367,Miroslav_Klose,five goals,593,598,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1368,Miroslav_Klose,five goals,599,601,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1369,Miroslav_Klose,five goals,602,605,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1370,Miroslav_Klose,five goals,606,626,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1371,Miroslav_Klose,five goals,627,637,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1372,Miroslav_Klose,five goals,638,647,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1373,Miroslav_Klose,five goals,648,654,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1374,Miroslav_Klose,five goals,655,658,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1375,Miroslav_Klose,five goals,659,662,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1376,Miroslav_Klose,five goals,663,667,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1377,Miroslav_Klose,five goals,668,678,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1378,Miroslav_Klose,five goals,679,685,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1379,Miroslav_Klose,five goals,686,691,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1380,Miroslav_Klose,five goals,692,700,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1381,Miroslav_Klose,five goals,701,705,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1382,Miroslav_Klose,five goals,706,711,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1383,Miroslav_Klose,five goals,712,715,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1384,Miroslav_Klose,five goals,716,720,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1385,Miroslav_Klose,five goals,721,733,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1386,Miroslav_Klose,five goals,734,738,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1387,Miroslav_Klose,five goals,739,741,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1388,Miroslav_Klose,five goals,742,745,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1389,Zinedine_Zidane,for the most goals,4,12,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1390,Zinedine_Zidane,for the most goals,13,19,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1391,Zinedine_Zidane,for the most goals,20,28,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1392,Zinedine_Zidane,for the most goals,29,33,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1393,Zinedine_Zidane,for the most goals,34,42,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1394,Zinedine_Zidane,for the most goals,43,49,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1395,Zinedine_Zidane,for the most goals,50,53,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1396,Zinedine_Zidane,for the most goals,54,58,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1397,Zinedine_Zidane,for the most goals,59,66,True,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1398,Zinedine_Zidane,for the most goals,67,70,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1399,Zinedine_Zidane,for the most goals,71,75,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1400,Zinedine_Zidane,for the most goals,76,80,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1401,Zinedine_Zidane,for the most goals,81,86,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1402,Zinedine_Zidane,for the most goals,87,92,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1403,Zinedine_Zidane,for the most goals,93,99,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1404,Zinedine_Zidane,for the most goals,100,104,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1405,Zinedine_Zidane,for the most goals,105,111,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1406,Zinedine_Zidane,for the most goals,112,118,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1407,Zinedine_Zidane,for the most goals,119,126,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1408,Zinedine_Zidane,for the most goals,127,132,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1409,Zinedine_Zidane,for the most goals,133,139,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1410,Zinedine_Zidane,for the most goals,140,148,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1411,Zinedine_Zidane,for the most goals,149,156,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1412,Zinedine_Zidane,for the most goals,157,164,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1413,Zinedine_Zidane,for the most goals,165,172,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1414,Zinedine_Zidane,for the most goals,173,178,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1415,Zinedine_Zidane,for the most goals,179,189,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1416,Zinedine_Zidane,for the most goals,190,193,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1417,Zinedine_Zidane,for the most goals,194,201,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1418,Zinedine_Zidane,for the most goals,202,208,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1419,Zinedine_Zidane,for the most goals,209,215,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1420,Zinedine_Zidane,for the most goals,216,222,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1421,Zinedine_Zidane,for the most goals,223,233,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1422,Zinedine_Zidane,for the most goals,234,243,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1423,Zinedine_Zidane,for the most goals,244,246,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1424,Zinedine_Zidane,for the most goals,247,250,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1425,Zinedine_Zidane,for the most goals,251,256,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1426,Zinedine_Zidane,for the most goals,257,263,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1427,Zinedine_Zidane,for the most goals,264,266,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1428,Zinedine_Zidane,for the most goals,267,270,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1429,Zinedine_Zidane,for the most goals,271,279,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1430,Zinedine_Zidane,for the most goals,280,284,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1431,Zinedine_Zidane,for the most goals,285,291,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1432,Zinedine_Zidane,for the most goals,292,297,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1433,Zinedine_Zidane,for the most goals,298,301,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1434,Zinedine_Zidane,for the most goals,302,305,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1435,Zinedine_Zidane,for the most goals,306,309,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1436,Zinedine_Zidane,for the most goals,310,315,True,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1437,Zinedine_Zidane,for the most goals,316,323,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1438,Zinedine_Zidane,for the most goals,324,326,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1439,Zinedine_Zidane,for the most goals,327,330,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1440,Zinedine_Zidane,for the most goals,331,339,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1441,Zinedine_Zidane,for the most goals,340,349,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1442,Zinedine_Zidane,for the most goals,350,358,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1443,Zinedine_Zidane,for the most goals,359,366,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1444,Zinedine_Zidane,for the most goals,367,375,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1445,Zinedine_Zidane,for the most goals,376,381,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1446,Zinedine_Zidane,for the most goals,382,385,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1447,Zinedine_Zidane,for the most goals,386,389,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1448,Zinedine_Zidane,for the most goals,390,396,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1449,Zinedine_Zidane,for the most goals,397,401,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1450,Zinedine_Zidane,for the most goals,402,407,True,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1451,Zinedine_Zidane,for the most goals,408,411,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1452,Zinedine_Zidane,for the most goals,412,415,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1453,Zinedine_Zidane,for the most goals,416,420,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1454,Zinedine_Zidane,for the most goals,421,427,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1455,Zinedine_Zidane,for the most goals,428,433,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1456,Zinedine_Zidane,for the most goals,434,440,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1457,Zinedine_Zidane,for the most goals,441,445,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1458,Zinedine_Zidane,for the most goals,446,451,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1459,Zinedine_Zidane,for the most goals,452,454,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1460,Zinedine_Zidane,for the most goals,455,458,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1461,Zinedine_Zidane,for the most goals,459,470,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1462,Zinedine_Zidane,for the most goals,471,478,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1463,Zinedine_Zidane,for the most goals,479,482,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1464,Zinedine_Zidane,for the most goals,483,489,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1465,Zinedine_Zidane,for the most goals,490,497,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1466,Zinedine_Zidane,for the most goals,498,502,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1467,Zinedine_Zidane,for the most goals,503,509,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1468,Zinedine_Zidane,for the most goals,510,512,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1469,Zinedine_Zidane,for the most goals,513,516,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1470,Zinedine_Zidane,for the most goals,517,523,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1471,Zinedine_Zidane,for the most goals,524,531,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1472,Zinedine_Zidane,for the most goals,532,538,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1473,Zinedine_Zidane,for the most goals,539,546,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1474,Zinedine_Zidane,for the most goals,547,552,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1475,Zinedine_Zidane,for the most goals,553,562,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1476,Zinedine_Zidane,for the most goals,563,566,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1477,Zinedine_Zidane,for the most goals,567,570,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1478,Zinedine_Zidane,for the most goals,571,574,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1479,Zinedine_Zidane,for the most goals,575,579,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1480,Zinedine_Zidane,for the most goals,580,585,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1481,Zinedine_Zidane,for the most goals,586,592,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1482,Zinedine_Zidane,for the most goals,593,598,True,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1483,Zinedine_Zidane,for the most goals,599,601,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1484,Zinedine_Zidane,for the most goals,602,605,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1485,Zinedine_Zidane,for the most goals,606,626,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1486,Zinedine_Zidane,for the most goals,627,637,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1487,Zinedine_Zidane,for the most goals,638,647,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1488,Zinedine_Zidane,for the most goals,648,654,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1489,Zinedine_Zidane,for the most goals,655,658,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1490,Zinedine_Zidane,for the most goals,659,662,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1491,Zinedine_Zidane,for the most goals,663,667,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1492,Zinedine_Zidane,for the most goals,668,678,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1493,Zinedine_Zidane,for the most goals,679,685,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1494,Zinedine_Zidane,for the most goals,686,691,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1495,Zinedine_Zidane,for the most goals,692,700,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1496,Zinedine_Zidane,for the most goals,701,705,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1497,Zinedine_Zidane,for the most goals,706,711,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1498,Zinedine_Zidane,for the most goals,712,715,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1499,Zinedine_Zidane,for the most goals,716,720,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1500,Zinedine_Zidane,for the most goals,721,733,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1501,Zinedine_Zidane,for the most goals,734,738,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1502,Zinedine_Zidane,for the most goals,739,741,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1503,Zinedine_Zidane,for the most goals,742,745,False,http://en.wikinews.org/wiki/Zinedine_Zidane_named_the_best_player
1504,52 of the 101 mps,her proposals,10,18,False,http://en.wikinews.org/wiki/Zinaida_Greceanii_nominated_Moldovan_Prime_Minister
1505,52 of the 101 mps,her proposals,19,26,False,http://en.wikinews.org/wiki/Zinaida_Greceanii_nominated_Moldovan_Prime_Minister
1506,52 of the 101 mps,her proposals,27,29,False,http://en.wikinews.org/wiki/Zinaida_Greceanii_nominated_Moldovan_Prime_Minister
1507,52 of the 101 mps,her proposals,30,37,False,http://en.wikinews.org/wiki/Zinaida_Greceanii_nominated_Moldovan_Prime_Minister
1508,52 of the 101 mps,her proposals,38,43,False,http://en.wikinews.org/wiki/Zinaida_Greceanii_nominated_Moldovan_Prime_Minister
1509,52 of the 101 mps,her proposals,44,50,False,http://en.wikinews.org/wiki/Zinaida_Greceanii_nominated_Moldovan_Prime_Minister
1510,52 of the 101 mps,her proposals,51,52,False,http://en.wikinews.org/wiki/Zinaida_Greceanii_nominated_Moldovan_Prime_Minister
1511,52 of the 101 mps,her proposals,53,59,False,http://en.wikinews.org/wiki/Zinaida_Greceanii_nominated_Moldovan_Prime_Minister
1512,52 of the 101 mps,her proposals,60,70,False,http://en.wikinews.org/wiki/Zinaida_Greceanii_nominated_Moldovan_Prime_Minister
1513,52 of the 101 mps,her proposals,71,78,False,http://en.wikinews.org/wiki/Zinaida_Greceanii_nominated_Moldovan_Prime_Minister
1514,52 of the 101 mps,her proposals,79,88,False,http://en.wikinews.org/wiki/Zinaida_Greceanii_nominated_Moldovan_Prime_Minister
1515,52 of the 101 mps,her proposals,89,91,False,http://en.wikinews.org/wiki/Zinaida_Greceanii_nominated_Moldovan_Prime_Minister
1516,52 of the 101 mps,her proposals,92,97,False,http://en.wikinews.org/wiki/Zinaida_Greceanii_nominated_Moldovan_Prime_Minister
